"RprtDt","StateCd","NDISDsbltyGrpNm","ICDDsbltyNm","Primary","Reported","Secondary"
2020-12-31,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2020-12-31,"NT","Psychosocial disability","F99 - Other psychosocial disorders","48","117","69"
2020-12-31,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2020-12-31,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2020-12-31,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2020-12-31,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2020-12-31,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","72","62-72"
2020-12-31,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","63","53-63"
2020-12-31,"QLD","Psychosocial disability","F20 - Schizophrenia","4490","5306","816"
2020-12-31,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","131","141","10"
2020-12-31,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","719","1301","582"
2020-12-31,"QLD","Psychosocial disability","F32 - Major depressive illness","621","2041","1420"
2020-12-31,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","181","4313","4132"
2020-12-31,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","33","461","428"
2020-12-31,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","113","247","134"
2020-12-31,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","269","607","338"
2020-12-31,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","17","7-17"
2020-12-31,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1159","3804","2645"
2020-12-31,"QLD","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-12-31,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","21","11-21"
2020-12-31,"SA","Psychosocial disability","F19 - Other substance dependency","<11","22","12-22"
2020-12-31,"SA","Psychosocial disability","F20 - Schizophrenia","1467","1807","340"
2020-12-31,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","45","50","5"
2020-12-31,"SA","Psychosocial disability","F31 - Bipolar affective disorder","161","410","249"
2020-12-31,"SA","Psychosocial disability","F32 - Major depressive illness","117","468","351"
2020-12-31,"SA","Psychosocial disability","F41 - Other Anxiety disorders","57","1129","1072"
2020-12-31,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","16","126","110"
2020-12-31,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","28","58","30"
2020-12-31,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","92","228","136"
2020-12-31,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-12-31,"SA","Psychosocial disability","F99 - Other psychosocial disorders","405","1450","1045"
2020-12-31,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-12-31,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-12-31,"TAS","Psychosocial disability","F20 - Schizophrenia","424","511","87"
2020-12-31,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","12","2-12"
2020-12-31,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","66","135","69"
2020-12-31,"TAS","Psychosocial disability","F32 - Major depressive illness","38","132","94"
2020-12-31,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","20","389","369"
2020-12-31,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","11","76","65"
2020-12-31,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","14","25","11"
2020-12-31,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","40","74","34"
2020-12-31,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-12-31,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","132","443","311"
2020-12-31,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","112","102-112"
2020-12-31,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","124","114-124"
2020-12-31,"VIC","Psychosocial disability","F20 - Schizophrenia","6142","7411","1269"
2020-12-31,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","173","200","27"
2020-12-31,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1441","2401","960"
2020-12-31,"VIC","Psychosocial disability","F32 - Major depressive illness","1358","3673","2315"
2020-12-31,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","692","6833","6141"
2020-12-31,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","79","580","501"
2020-12-31,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","129","313","184"
2020-12-31,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","724","1369","645"
2020-12-31,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","15","5-15"
2020-12-31,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4260","8054","3794"
2020-12-31,"VIC","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-12-31,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","23","13-23"
2020-12-31,"WA","Psychosocial disability","F19 - Other substance dependency","<11","18","8-18"
2020-12-31,"WA","Psychosocial disability","F20 - Schizophrenia","1847","2098","251"
2020-12-31,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","54","66","12"
2020-12-31,"WA","Psychosocial disability","F31 - Bipolar affective disorder","258","473","215"
2020-12-31,"WA","Psychosocial disability","F32 - Major depressive illness","225","658","433"
2020-12-31,"WA","Psychosocial disability","F41 - Other Anxiety disorders","99","1327","1228"
2020-12-31,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","146","131"
2020-12-31,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","40","98","58"
2020-12-31,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","100","197","97"
2020-12-31,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","12","2-12"
2020-12-31,"WA","Psychosocial disability","F99 - Other psychosocial disorders","669","1599","930"
2020-09-30,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-09-30,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-09-30,"ACT","Psychosocial disability","F20 - Schizophrenia","569","624","55"
2020-09-30,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","115","173","58"
2020-09-30,"ACT","Psychosocial disability","F32 - Major depressive illness","36","120","84"
2020-09-30,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","28","259","231"
2020-09-30,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","43","33-43"
2020-09-30,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2020-09-30,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","33","54","21"
2020-09-30,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","179","474","295"
2020-09-30,"MIS","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2020-09-30,"MIS","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2020-09-30,"MIS","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2020-09-30,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","140","130-140"
2020-09-30,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","174","164-174"
2020-09-30,"NSW","Psychosocial disability","F20 - Schizophrenia","7423","8856","1433"
2020-09-30,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","55","63","8"
2020-09-30,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1229","2363","1134"
2020-09-30,"NSW","Psychosocial disability","F32 - Major depressive illness","717","2496","1779"
2020-09-30,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","416","7117","6701"
2020-09-30,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","65","796","731"
2020-09-30,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","38","99","61"
2020-09-30,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","344","747","403"
2020-09-30,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","17","7-17"
2020-09-30,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1790","5862","4072"
2020-09-30,"NSW","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F20 - Schizophrenia","276","318","42"
2020-09-30,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F31 - Bipolar affective disorder","13","23","10"
2020-09-30,"NT","Psychosocial disability","F32 - Major depressive illness","<11","27","17-27"
2020-09-30,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","68","58-68"
2020-09-30,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2020-09-30,"NT","Psychosocial disability","F99 - Other psychosocial disorders","50","114","64"
2020-09-30,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2020-09-30,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2020-09-30,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2020-09-30,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2020-09-30,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","68","58-68"
2020-09-30,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","57","47-57"
2020-09-30,"QLD","Psychosocial disability","F20 - Schizophrenia","4258","5043","785"
2020-09-30,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","29","35","6"
2020-09-30,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","645","1189","544"
2020-09-30,"QLD","Psychosocial disability","F32 - Major depressive illness","541","1831","1290"
2020-09-30,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","170","4081","3911"
2020-09-30,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","31","437","406"
2020-09-30,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","42","100","58"
2020-09-30,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","239","541","302"
2020-09-30,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-09-30,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1109","3674","2565"
2020-09-30,"QLD","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-09-30,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","22","12-22"
2020-09-30,"SA","Psychosocial disability","F19 - Other substance dependency","<11","23","13-23"
2020-09-30,"SA","Psychosocial disability","F20 - Schizophrenia","1388","1718","330"
2020-09-30,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","14","15","1"
2020-09-30,"SA","Psychosocial disability","F31 - Bipolar affective disorder","149","389","240"
2020-09-30,"SA","Psychosocial disability","F32 - Major depressive illness","98","420","322"
2020-09-30,"SA","Psychosocial disability","F41 - Other Anxiety disorders","50","1072","1022"
2020-09-30,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","14","122","108"
2020-09-30,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","17","7-17"
2020-09-30,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","80","202","122"
2020-09-30,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-09-30,"SA","Psychosocial disability","F99 - Other psychosocial disorders","384","1407","1023"
2020-09-30,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-09-30,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-09-30,"TAS","Psychosocial disability","F20 - Schizophrenia","390","477","87"
2020-09-30,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2020-09-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","61","126","65"
2020-09-30,"TAS","Psychosocial disability","F32 - Major depressive illness","37","119","82"
2020-09-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","21","373","352"
2020-09-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","11","72","61"
2020-09-30,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2020-09-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","36","69","33"
2020-09-30,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-09-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","124","426","302"
2020-09-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","106","96-106"
2020-09-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","115","105-115"
2020-09-30,"VIC","Psychosocial disability","F20 - Schizophrenia","5846","7088","1242"
2020-09-30,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","59","71","12"
2020-09-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1325","2246","921"
2020-09-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1226","3378","2152"
2020-09-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","667","6531","5864"
2020-09-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","75","551","476"
2020-09-30,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","46","114","68"
2020-09-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","671","1259","588"
2020-09-30,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-09-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4263","7950","3687"
2020-09-30,"VIC","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2020-09-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","21","11-21"
2020-09-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","16","6-16"
2020-09-30,"WA","Psychosocial disability","F20 - Schizophrenia","1663","1897","234"
2020-09-30,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","13","19","6"
2020-09-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","228","431","203"
2020-09-30,"WA","Psychosocial disability","F32 - Major depressive illness","191","568","377"
2020-09-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","89","1209","1120"
2020-09-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","14","139","125"
2020-09-30,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","17","40","23"
2020-09-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","93","182","89"
2020-09-30,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2020-09-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","645","1529","884"
2020-06-30,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-06-30,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-06-30,"ACT","Psychosocial disability","F20 - Schizophrenia","560","610","50"
2020-06-30,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","110","167","57"
2020-06-30,"ACT","Psychosocial disability","F32 - Major depressive illness","30","105","75"
2020-06-30,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","27","249","222"
2020-06-30,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","42","32-42"
2020-06-30,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","31","52","21"
2020-06-30,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","184","471","287"
2020-06-30,"MIS","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2020-06-30,"MIS","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2020-06-30,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","131","121-131"
2020-06-30,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","165","155-165"
2020-06-30,"NSW","Psychosocial disability","F20 - Schizophrenia","7052","8450","1398"
2020-06-30,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1139","2234","1095"
2020-06-30,"NSW","Psychosocial disability","F32 - Major depressive illness","635","2283","1648"
2020-06-30,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","395","6817","6422"
2020-06-30,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","60","775","715"
2020-06-30,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","311","687","376"
2020-06-30,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1714","5655","3941"
2020-06-30,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-06-30,"NT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-06-30,"NT","Psychosocial disability","F20 - Schizophrenia","248","287","39"
2020-06-30,"NT","Psychosocial disability","F31 - Bipolar affective disorder","11","22","11"
2020-06-30,"NT","Psychosocial disability","F32 - Major depressive illness","<11","25","15-25"
2020-06-30,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","66","56-66"
2020-06-30,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2020-06-30,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2020-06-30,"NT","Psychosocial disability","F99 - Other psychosocial disorders","43","105","62"
2020-06-30,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2020-06-30,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2020-06-30,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2020-06-30,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2020-06-30,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","62","52-62"
2020-06-30,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","54","44-54"
2020-06-30,"QLD","Psychosocial disability","F20 - Schizophrenia","4015","4780","765"
2020-06-30,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","588","1101","513"
2020-06-30,"QLD","Psychosocial disability","F32 - Major depressive illness","449","1635","1186"
2020-06-30,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","152","3845","3693"
2020-06-30,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","25","408","383"
2020-06-30,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","219","493","274"
2020-06-30,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1052","3513","2461"
2020-06-30,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","20","10-20"
2020-06-30,"SA","Psychosocial disability","F19 - Other substance dependency","<11","23","13-23"
2020-06-30,"SA","Psychosocial disability","F20 - Schizophrenia","1310","1633","323"
2020-06-30,"SA","Psychosocial disability","F31 - Bipolar affective disorder","135","365","230"
2020-06-30,"SA","Psychosocial disability","F32 - Major depressive illness","91","402","311"
2020-06-30,"SA","Psychosocial disability","F41 - Other Anxiety disorders","48","1041","993"
2020-06-30,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","13","120","107"
2020-06-30,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","68","181","113"
2020-06-30,"SA","Psychosocial disability","F99 - Other psychosocial disorders","361","1362","1001"
2020-06-30,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2020-06-30,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2020-06-30,"TAS","Psychosocial disability","F20 - Schizophrenia","373","457","84"
2020-06-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","54","112","58"
2020-06-30,"TAS","Psychosocial disability","F32 - Major depressive illness","31","107","76"
2020-06-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","19","361","342"
2020-06-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","11","72","61"
2020-06-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","35","67","32"
2020-06-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","118","415","297"
2020-06-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","99","89-99"
2020-06-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","106","96-106"
2020-06-30,"VIC","Psychosocial disability","F20 - Schizophrenia","5486","6694","1208"
2020-06-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1248","2121","873"
2020-06-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1105","3102","1997"
2020-06-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","640","6252","5612"
2020-06-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","68","517","449"
2020-06-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","604","1162","558"
2020-06-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4256","7837","3581"
2020-06-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","21","11-21"
2020-06-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","14","4-14"
2020-06-30,"WA","Psychosocial disability","F20 - Schizophrenia","1501","1728","227"
2020-06-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","206","395","189"
2020-06-30,"WA","Psychosocial disability","F32 - Major depressive illness","149","481","332"
2020-06-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","76","1121","1045"
2020-06-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","13","129","116"
2020-06-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","76","159","83"
2020-06-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","600","1421","821"
2020-03-31,"N/A","Psychosocial disability","F11 - Alcohol dependency","16","325","309"
2020-03-31,"N/A","Psychosocial disability","F19 - Other substance dependency","<11","353","343-353"
2020-03-31,"N/A","Psychosocial disability","F20 - Schizophrenia","18675","22597","3922"
2020-03-31,"N/A","Psychosocial disability","F31 - Bipolar affective disorder","3104","5947","2843"
2020-03-31,"N/A","Psychosocial disability","F32 - Major depressive illness","2071","7087","5016"
2020-03-31,"N/A","Psychosocial disability","F41 - Other Anxiety disorders","1228","18355","17127"
2020-03-31,"N/A","Psychosocial disability","F42 - Obsessive-compulsive disorder","176","1959","1783"
2020-03-31,"N/A","Psychosocial disability","F60.3 - Borderline personality disorder","1146","2462","1316"
2020-03-31,"N/A","Psychosocial disability","F99 - Other psychosocial disorders","7793","19475","11682"
2019-12-31,"N/A","Psychosocial disability","F11 - Alcohol dependency","15","298","283"
2019-12-31,"N/A","Psychosocial disability","F19 - Other substance dependency","<11","311","301-311"
2019-12-31,"N/A","Psychosocial disability","F20 - Schizophrenia","16833","20568","3735"
2019-12-31,"N/A","Psychosocial disability","F31 - Bipolar affective disorder","2760","5415","2655"
2019-12-31,"N/A","Psychosocial disability","F32 - Major depressive illness","1673","6058","4385"
2019-12-31,"N/A","Psychosocial disability","F41 - Other Anxiety disorders","1094","16947","15853"
2019-12-31,"N/A","Psychosocial disability","F42 - Obsessive-compulsive disorder","167","1826","1659"
2019-12-31,"N/A","Psychosocial disability","F60.3 - Borderline personality disorder","988","2156","1168"
2019-12-31,"N/A","Psychosocial disability","F99 - Other psychosocial disorders","7275","18195","10920"
2019-09-30,"N/A","Psychosocial disability","F11 - Alcohol dependency","16","271","255"
2019-09-30,"N/A","Psychosocial disability","F19 - Other substance dependency","<11","276","266-276"
2019-09-30,"N/A","Psychosocial disability","F20 - Schizophrenia","15084","18664","3580"
2019-09-30,"N/A","Psychosocial disability","F31 - Bipolar affective disorder","2434","4913","2479"
2019-09-30,"N/A","Psychosocial disability","F32 - Major depressive illness","1376","5162","3786"
2019-09-30,"N/A","Psychosocial disability","F41 - Other Anxiety disorders","975","15484","14509"
2019-09-30,"N/A","Psychosocial disability","F42 - Obsessive-compulsive disorder","151","1701","1550"
2019-09-30,"N/A","Psychosocial disability","F60.3 - Borderline personality disorder","853","1885","1032"
2019-09-30,"N/A","Psychosocial disability","F99 - Other psychosocial disorders","6974","17185","10211"
2021-09-30,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-09-30,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-09-30,"ACT","Psychosocial disability","F20 - Schizophrenia","623","699","76"
2021-09-30,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","23","25","2"
2021-09-30,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","130","215","85"
2021-09-30,"ACT","Psychosocial disability","F32 - Major depressive illness","48","164","116"
2021-09-30,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","29","334","305"
2021-09-30,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","48","38-48"
2021-09-30,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","19","44","25"
2021-09-30,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","35","69","34"
2021-09-30,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-09-30,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","170","560","390"
2021-09-30,"MIS","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-09-30,"MIS","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-09-30,"MIS","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-09-30,"MIS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2021-09-30,"MIS","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2021-09-30,"MIS","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-09-30,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","188","178-188"
2021-09-30,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","213","203-213"
2021-09-30,"NSW","Psychosocial disability","F20 - Schizophrenia","8747","10561","1814"
2021-09-30,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","474","556","82"
2021-09-30,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1513","2993","1480"
2021-09-30,"NSW","Psychosocial disability","F32 - Major depressive illness","1071","3611","2540"
2021-09-30,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","498","8653","8155"
2021-09-30,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","80","973","893"
2021-09-30,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","353","926","573"
2021-09-30,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","453","1073","620"
2021-09-30,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","61","51-61"
2021-09-30,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1896","7623","5727"
2021-09-30,"NSW","Psychosocial disability","R63 - Anorexia","<11","20","10-20"
2021-09-30,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-09-30,"NT","Psychosocial disability","F19 - Other substance dependency","<11","12","2-12"
2021-09-30,"NT","Psychosocial disability","F20 - Schizophrenia","333","394","61"
2021-09-30,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","12","2-12"
2021-09-30,"NT","Psychosocial disability","F31 - Bipolar affective disorder","21","32","11"
2021-09-30,"NT","Psychosocial disability","F32 - Major depressive illness","19","47","28"
