"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"13A.52","2001","Selected illicit drug use","40-49 years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","40-49 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","0.6"
"13A.52","2001","Selected illicit drug use","50+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","50+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","<0.1"
"13A.52","2001","Selected illicit drug use","14+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","14+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","2.9"
"13A.52","2001","Selected illicit drug use","14-19 years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","14-19 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","6.2"
"13A.52","2001","Selected illicit drug use","20-29 years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","20-29 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","11.2"
"13A.52","2001","Selected illicit drug use","30-39 years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","30-39 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","3.1"
"13A.52","2001","Selected illicit drug use","40-49 years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","40-49 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","1.0"
"13A.52","2001","Selected illicit drug use","50+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","50+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","0.2"
"13A.52","2001","Selected illicit drug use","14+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","14+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","3.4"
"13A.52","2001","Selected illicit drug use","14-19 years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","14-19 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","1.5"
"13A.52","2001","Selected illicit drug use","20-29 years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","20-29 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","4.3"
"13A.52","2001","Selected illicit drug use","30-39 years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","30-39 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","1.5"
"13A.52","2001","Selected illicit drug use","40-49 years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","40-49 years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","0.6"
"13A.52","2001","Selected illicit drug use","50+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","50+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","0.1"
"13A.52","2001","Selected illicit drug use","14+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","14+ years old","","","","","AIHW National Drug Strategy Household Survey: detailed findings","%","","","","","","","","","","","1.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Low","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","68.0"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Moderate","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","20.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","High","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","8.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Very high","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","3.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Diabetes","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Heart diseases","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Asthma","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Cancer","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Mental illness","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","15.0"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Low","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","67.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Moderate","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","20.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","High","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","8.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Very high","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","3.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Diabetes","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Heart diseases","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Asthma","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Cancer","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Mental illness","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","15.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Low","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","65.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Moderate","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","High","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Very high","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Diabetes","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Heart diseases","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","20.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Asthma","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Cancer","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Mental illness","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","16.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Low","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","65.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Moderate","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","High","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Very high","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Diabetes","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Heart diseases","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","19.8"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Asthma","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Cancer","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Mental illness","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","16.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Low","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","65.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Moderate","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","20.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","High","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Very high","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Diabetes","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Heart diseases","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","20.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Asthma","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Cancer","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Mental illness","Not used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","16.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Low","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","48.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Moderate","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","26.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","High","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","15.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Very high","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","10.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Diabetes","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","3.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Heart diseases","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","11.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Asthma","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","11.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Cancer","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","3.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Mental illness","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","25.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Low","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","46.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Moderate","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","26.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","High","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","16.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Very high","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","11.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Diabetes","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","2.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Heart diseases","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","8.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Asthma","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","10.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Cancer","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","2.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Self-reported health condition","Mental illness","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","26.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Low","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","44.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Moderate","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","28.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","High","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","14.0"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Level of psychological distress","Very high","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","13.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Diabetes","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","0.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Heart diseases","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","2.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Asthma","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","10.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Cancer","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","0.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Ecstasy","Self-reported health condition","Mental illness","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Low","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","34.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Moderate","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","29.0"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","High","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","18.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Level of psychological distress","Very high","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","17.8"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Diabetes","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","1.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Heart diseases","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","5.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Asthma","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","12.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Cancer","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","3.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Meth/amphetamines","Self-reported health condition","Mental illness","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","30.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Low","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","45.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Moderate","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","29.8"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","High","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","14.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Level of psychological distress","Very high","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","10.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Diabetes","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","1.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Heart diseases","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.5"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Asthma","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","11.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Cancer","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","0.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cocaine","Self-reported health condition","Mental illness","Used drug in last 12 months","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","22.4"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Low","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","64.8"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Moderate","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","High","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Level of psychological distress","Very high","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Diabetes","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","6.2"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Heart diseases","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","19.7"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Asthma","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.6"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Cancer","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","4.1"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Any illicit drug","Self-reported health condition","Mental illness","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","16.9"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Low","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","64.8"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","Moderate","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","21.3"
"13A.53","2019","Selected illicit drug use","18+ years old","All people","All people","All areas","","Selected illicit drug use","Cannabis","Level of psychological distress","High","All people","18+ years old","","AIHW National Drug Strategy Household Survey","%","","","","","","","","","","","9.3"
